codebook,cname,edate,ccode,year,month,coup,confidence,added,coder,cmps,mmdd,Narrative,confirmed,sources,location1,location2,location3,location4,location5,location6,location7,location8,Johnson
,Guinea,6/17/2009,438,2009,6,0,1,1,cmps,1,0,"Soldiers at the Kánkàn and Kindia army bases mutinied, demanding more pay. In total, 40 soldiers were dismissed in the aftermath of the mutiny for misconduct.",,1. Guinea dismisses scores of protesting soldiers. Defence Web. June 17 2009. LN. 2. Guinea dismisses protesting soldiers. June 17 2009. The Daily Nation. Google. Available from: https://www.nation.co.ke/news/africa/1066-611956-6te9trz/index.html,"Kánkàn, Guinea","Kindia, Guinea",,,,,,,0
,Guinea,10/26/2009,438,2009,10,0,1,1,cmps,1,0,Mutineers in Conakry held the army paymaster hostage over grievances related to unpaid wages. The mutineers rioted and fired into the air.,,"1. Guinea soldiers hold paymaster in mutiny. Voice of America. October 27 2009. Google. Available from: https://www.voanews.com/archive/guinea-soldiers-hold-paymaster-mutiny. 2. Guinea Prime Minister Announces deal with mutinous soldier. Voice of America. October 27 2009. Google. Available from: https://www.voanews.com/archive/guinea-prime-minister-announces-deal-mutinous-soldiers. 3. Guinean presidential guards, protesting soldiers clash in capital. Voice of America. November 1 2009. Google. Available from: https://www.voanews.com/archive/guinean-presidential-guards-protesting-soldiers-clash-capital","Conakry, Guinea",,,,,,,,0
,Guinea,3/31/2010,438,2010,3,0,1,1,cmps,1,0,A mutiny broke out at Kayela camp in Forecariah prefecture when soldiers rebelled over their dismissal on medical grounds. The mutineers seized the commander of the camp before loyalist soldiers were able to establish order.,,1. (CORR) Guinea arrests senior officer over mutiny in southwestern camp. BBC Monitoring Africa. April 10 2010. LN. 2. Ex-Junta chief's allies held. April 3 2010. News 24 Archives. Google. Available from: https://www.news24.com/Africa/News/Ex-junta-chiefs-allies-held-20100403 3. Mutiny in Guinea as Dadis Camara's Nephew is arrested. April 3 2010. Newstime Africa. Google. Available from: http://www.newstime.africa/archives/11626,"Forecariah, Guinea",,,,,,,,0
,Burkina Faso,5/18/1983,439,1983,5,0,1,1,cmps,1,0,"A mutiny occurred in Po after the arrest of Captain Sankara. Mutineers demanding Sankara's release took control of the city, erecting roadblocks, cutting off communications, and taking control of key areas in the city.",,"1. Upper Volta in disarray. The Globe and Mail (Canada). May 18 1983. LN. 2. Dwyer, Maggie. ""Situating soldiers' demands: mutinies and protests in Burkina Faso."" Third World Quarterly 38(1): 219-234.","Po, Burkina Faso",,,,,,,,0
,Burkina Faso,7/15/1999,439,1999,7,0,1,1,cmps,1,1,"Several hundred soldiers stationed in Ouagadougou peacefully demanded housing allowances mutinied, leading to an order of payment from President Compaore.",,1. Burkina Faso; Burkinabe soldiers demand payment of housing allowances. Africa News. July 15 1999. LN.2. Burkina Faso; Compaore orders payment of allowances to soldiers. Africa news. July 15 1999. LN. 3. West Africa; IRIN-WA Update of Events in West Africa. Africa News. July 15 1999. LN. 4. Burkina Faso; Soldiers reject part-payment of housing allowance. Africa News. July 20 1999. LN. 5. Soldiers in Burkina capital block off access to army headquarters. Agence France Presse. July 15 1999. LN. 6. Disgruntled soldiers in Burkina Faso head back to barracks. Agence France Presse. July 15 1999. LN. 7. Authorities begin paying paying disgruntled soldiers in Burkina Faso. Agence France Presse. July 21 1999. LN. 8. Soldiers end brief mutiny in Burkina Faso. The Associated Press. July 15 1999. LN. 9.,"Ouagadougou, Burkina Faso",,,,,,,,1
,Burkina Faso,10/7/2007,439,2007,10,0,1,1,cmps,1,0,"About 100 soldiers mutinied in Ouagadougou, demanding their service be extended by 5 years and that they be offered better pensions in light of the rising cost of living and high unemployment rates. The mutineers attempted to hold protests in a building in the capital and were prevented by security services.",,"1. Burkina Faso; soldiers in the streets. Africa News. October 10 2007. LN. 2. Army in Burkina Faso demands better pension, service extensions. Associated Press International. October 8 2007. LN","Ouagadougou, Burkina Faso",,,,,,,,0
,Burkina Faso,3/31/2011,439,2011,3,0,1,1,cmps,1,0,"Angry soldiers mutinied, demanding backpay. The soldiers surrounded the presidential palace in Ouagadougou, firing in the air and engaging in looting throughout the city.",,1. Burkina's Compaore to meet with soldiers amid angry protests. Agence France Presse. March 31 2011. LN. 2. President 'flees' guard mutiny. All Africa. April 2011. LN.,"Ouagadougou, Burkina Faso",,,,,,,,0
,Burkina Faso,4/15/2011,439,2011,4,0,1,1,cmps,1,1,"A mutiny began when presidential guard members in Ouagadougou demanded housing, food, subsidies, and unpaid benefits, and sacked the home of the General Chief of Staff, looting homes and shopping centers, and firing into the air. The mutiny spread to rank and file soldiers in Po, Tenkodogo, and Kaya. The mutiny coincided with public protests.",,"1. Burkina Faso: Compaore returns to cpital after soldier mutiny. Africa News. April 11 2011. LN. 2. Burkina Faso; President 'flees' guard mutiny. Africa News. April 15 2011. LN. 3. Burkina Faso; Compaoré removes government and replaces army chief. Africa News. April 16 2011. LN. 4. Burkina Faso; Ouagadougou under curfew but riots spread to south. Africa News. April 17 2011. LN. 5. Burkina Faso president dissolves govt, names new army chief. Agence France Presse. April 15 2011. LN. 6. Demands of Burkina mutineers met: military. Agence France Presse. April 15 2011. LN. 7. Burkina Faso leader battles mutiny. Agence France Presse. April 15 2011. LN. 8. Ougadougou curfew amid mutiny, protests. Agence France Presse. April 16 2011. LN. 9. Mutiny underlines erosion of Comarore's power. Agence France Presse. April 16 2011. LN. 10. Burkina Faso warns mutineers as revolt spreads. Agence France Presse. April 17 2011. LN. 11. Burkina Faso mutiny spreads as police, students riot. Agence France Presse. April 18 2011. LN. 12. After Burkina mutiny, new army chief decries 'barbaric acts.' Agence France Presse. April 19 2011. LN. 13. New Burkina Faso premier vows 'open government.' Agence France Presse. April 20 2011. LN. 14. Burkina needs changes to avoid largr revolt: observers. Agence France Presse. April 20 2011. LN. 15. New prime minister in Burkina Faso as calm returns. Agence France Presse. April 19 2011. LN. 16. Gunfire spreads in Burkina Faso's capital. The Associated Press. April 15 2011. LN. 17. Military mutiny spreads in Burkina Faso. The Associated Press. April 18 2011. LN. 18. Burkina Faso: Soldiers call for end to unrest. Associated Press Online. April 19 2011. LN. 19. Burkina Army chief: Gov't to meet with soldiers. The Associated Press. April 19 2011. LN. 20. Two injured in Burkina Faso soldiers' looting spree in southern town. BBC Monitoring Africa. April 17 2011. LN. 21. Burkinabe leader appoints new chief of defence staff, others. BBC Monitoring Africa. April 18 2011. LN. 22. Protests by Burkinabe soldiers said halt trade at border with Ghana. BBC Monitoring Africa. April 20 2011. LN. Burkina Faso names new premier after riots. Defence Web. April 20 2011. LN. 23. Soldiers go on rampage over failure of Burkina Faso regime to pay benefits. The Irish Times. April 16 2011. LN. 24. After protests, Burkina Faso's President dissolves government. The New York Times. April 16 2011. LN. 25. Officials quelling mutiny in West Africa. UPI.com. April 17 2011. LN. 26. Loud Gunshots parlyze Burkina Faso capital. Xinhua General News Service. April 15 2011. LN","Ouagadougou, Burkina Faso","Po, Burkina Faso","Tenkodogo, Burkina Faso","Kaya, Burkina Faso",,,,,1
,Burkina Faso,5/14/2011,439,2011,5,0,1,1,cmps,1,0,"Soldiers in Po mutinied, firing their weapons into the air and seizing government vehicles.",,1. Burkina Faso; Angry soldiers in late night rampage. Africa News. May 15 2011. LN. 2. Angry Burkina soldiers in late-night rampage. Agence France Presse. May 15 2011. LN. 3. Gunfire reported at Burkina Faso barracks. The Associated Press. May 15 2011. LN. 4. Gunshots heard in southern Burkinabe town- French Radio. BBC Monitoring Africa. May 15 2011. LN.,"Po, Burkina Faso",,,,,,,,0
,Burkina Faso,5/29/2011,439,2011,5,0,1,1,cmps,1,1,"Soldiers in Dori, Kaya, Dedougou, Bobo Dioulasso, and Tenkodogo mutinied, making pay demands. Some mutineers engaged in fighting with loyalist troops and at least seven people were killed.",,"1. Burkina Faso; Presidential guard fire on mutineers. Africa News. June 3 2011. LN. 2. Three civilians wounded as Burkina soldiers riot. Agence France Presse. May 30 2011. LN. 3. Mutiny hits Burkina's second largest city. Agence France Presse. June 1 2011. LN. 4. Fresh looting in Burkina's second largest city. Agence France Presse. June 2 2011. LN. 5. Burkina Faso brings mutiny under control. Agence France Presse. June 3 2011. LN. 6. Burkina Faso mutiny under control: Military source. June 3 2011. LN. 7. Six soldiers, girl killed as Burkina mutiny quelled. Agence France Presse. June 4 2011. LN. 8. Burkina Faso arrests 93 soldiers after mutiny; officer. Agence France Presse. June 6 2011. LN. 9. Gunfire reported in east, north Burkina Faso. The Associated Press. May 30 2011. LN. 10. Witnesses: Burkina Faso soldiers rampage, shoot. The Associated Press. June 1 2011. LN.","Bobo Dioulasso, Burkina Faso","Dori, Burkina Faso","Kaya, Burkina Faso","Tenkodogo, Burkina Faso","Dedougou, Burkina Faso",,,,1
,Burkina Faso,10/#/1987,439,1987,10,0,0,0,jmp,0,0,3rd military region forces under Captain Boukari Kabore mutiny following coup against Sankara,being treated as resolution of coup,,,,,,,,,,0
,Liberia,4/3/1963,450,1963,4,0,1,1,cmps,1,1,"Soldiers in Monrovia mutinied, protesting the squandering of supplies that they had communally gathered, by officers. The mutiny was put down when the president threatened to send troops in to crush the revolt.",,1. Mutiny in Liberia quelled. New York Times. April 5 1963. PROQ.,"Monrovia, Liberia",,,,,,,,1
,Liberia,12/21/2004,450,2004,12,0,1,1,cmps,1,0,"Between 8000 and 9000 troops mutinied in Monrovia, erecting roadblocks, stoning cars that attempted to pass, and looting. The mutineers were demanding 3 months backpay and promised to continue until they were paid.",,"1. Liberia; Soldiers protest for pay, loot parts of the capital. Africa News. December 22 2004. LN. 2. Thousands of soldiers demonstrate in Liberia to demand back salaries. Associated Press International. December 21 2004. LN.","Monrovia, Liberia",,,,,,,,0
,Liberia,9/22/2008,450,2008,9,0,1,1,cmps,1,0,"Officers at the Edward Beyan Kessely Barracks in Harbel mutinied, protesting the lack medical insurance and continued education they were promised prior to recruitment, salary structures, and the jailing of colleauges. 16 soldiers were dismissed from the army as a result.",,1. Liberia; Several new soldiers protest. Africa News. September 25 2008. LN. 2. Liberia; Dismissed AFL soldiers seek LCC's intervention. Africa News. September 27 2008. LN. 3. Liberia; defense ministry rejects LCC appeal. Africa News. September 28 2008. LN. 4. Liberia dismisses 16 soldiers for indiscipline. BBC Monitoring Africa. September 26 2008. LN.,"Harbel, Liberia",,,,,,,,0
,Liberia,1/10/2018,450,2018,1,0,1,1,cmps,1,1,"Protesting soldiers and their wives erected a roadblock on the main road from the airport to Monrovia. The mutinying soldiers were demanding they be repaid the money removed from their salaries by the government in a ""compulsory savings"" plan. Later in the week, soldiers' widows joined the mutiny/protest and demanded death benefits.",,"1. Liberia: new govt to refund soldiers' US $1 million. AllAfrica.com. 19 January 2018. Google. 2. Liberia: Govt. to resistute soldiers' money. AllAfrica.com. 19 January 2018. Google. 3. Liberia: Defence minister admits to 'wastefully' spending AFL soldiers pension benefits. AllAfrica.com. 19 January 2018. Google. 4. Liberia: President Sirleaf meets wives of aggrieved soldiers - assures of resolving outstanding problems. AllAfrica.com. 18 January 2018. Google. 5. Liberia: Widows throw tantrums at Weah. AllAfrica.com. January 11 2018. Google. 6. Liberia: Widows of deceased AFL soldiers protest for death benefits. AllAfrica.com. January 11 2018. Google. 7. Liberia: AFL wives protest at EBK Barracks, demanding husbands' benefits. AllAfrica.com. January 10 2018. Google. 8. Soldiers' wives protest at EBK barracks. The New Dawn. January 10 2018. LN. 9.","Monrovia, Liberia",,,,,,,,1
,Liberia,2/12/2024,450,2024,2,0,0,2,jmp,0,0,Military wives association disrupts Armed Forces Day Parade,,,"Monrovia, Liberia",,,,,,,,
,Sierra Leone,4/28/1992,451,1992,4,1,1,1,cmps,1,1,"Troops mutinied, surrounding the presidential palace in the capital, angry about poor medical care and the failure to make wage arrears payments. The mutiny escalated into a coup, removing Momoh.",,"1. Sierra Leone Unrest. Agence France Presse. April 29 1992. LN. 2. Fighting between mutinous troops and loyalists in Sierra Leone. Agence France Presse. April 29 1992. LN. 3. Sierra Leone officers claim government ousted, president flees. The Associated Press. April 30 1992. LN. 4. Unpaid troops mutiny; loyal troops take control of state house. The Associated Press. April 29 1992. 5. Army said troop revolt ""quelled."" Agence France Presse. April 29 1992. LN. 6. Mutinous soldiers attack state house, president safe. Agence France Presse. April 29 1992. LN. 7. Disgruntled army rebels come out shooting over late pay. Agence France Presse. April 29 1992. LN. 8. Dwyer, Maggie. 2017. Soldiers in Revolt: Army Mutinies in Africa. C. Hurst & Co.: UK.","Freetown, Sierra Leone",,,,,,,,1
,Ghana,1/18/1961,452,1961,1,0,1,1,cmps,1,1,"About 100 soldiers of the 3rd battalion of the Ghana regiment of infantry mutinied while serving in the UN peacekeeping operation in Tshikapa, Congo. The troops looted, damaged military property, and wounded their commanding officer. The unit was subsequently disbanded and 3 soldiers were sentenced to death. These sentences were later commuted to life in prison.",,1. Ghana dooms mutineer. New York Times. March 11 1961. PROQ. 2. R. Simmonds. 1968. Legal problems arising from the United Nations military operations in the Congo. The Hague: Martinus Nijihoff.,"Tshikapa, Zaire",,,,,,,,
,Ghana,3/29/1980,452,1980,3,0,1,1,cmps,1,0,"Seven soldiers were court-martialed in April for events ""related to mutiny"" and arrested on March 29 1980. The precise actions and motivations are unclear.",,"1. No Title. The Associated Press. April 24 1980. LN. 2. Disturbance in Ghana. The Washington Post. April 8 1980. LN. 3. Ghanian people urged to work towards stability. Xinhua General News Service. April 9 1980. LN. 4. West Africa: In Brief: Court Martial of seven soldiers and a civilian in Ghana. BBC Summary of World Broadcasts. 25 April 1980. LN. 5. West Africa: In Brief; Ghanaian paper on ""some disaffected members of the armed forces."" BBC Summary of World Broadcasts. 30 April 1980.","Gwollu, Ghana",,,,,,,,
,Ghana,12/31/2000,452,2000,12,0,0,0,jmp,0,1,"MMDD reports soldiers refuse to participate in celebration of Rawlings 1981 coup; I could verify a reporter called on soldiers to do this; Rawlings was voted out of office just prior to the ""march""",,,,,,,,,,,
,Togo,1/11/1963,461,1963,1,1,1,2,jmp,0,1,Enlisted returnees from France mutiny after announced demobilization,Active Togolese soldiers versus french returnees?,,,,,,,,,,
,Togo,6/28/1991,461,1991,6,0,1,1,cmps,1,0,"Soldiers took over a radio station in a demonstration over wages. Similar demonstrations were reported at the army headquarters at Agoenyive, with soldiers firing into the air.",,"1. Togolese soldiers end protest. The Globe and Mail. June 29 1991. LN. 2. Soldiers disrupt radio broadcasts, shooting outside HQ. June 28 1991. Agence France Presse. LN.","Lome, Togo","Agoenyive, Togo",,,,,,,
,Togo,10/22/1992,461,1992,10,0,1,1,cmps,1,0,"Soldiers in Lome surrounded the national assembly, demanding that the transitional government unfreeze money that was seized from the prior government.",,"1. Soldiers surround national assembly, force concessions. The Associated Press. October 22 1992. LN. 2. Soldiers release deputies taken hostage. The Associated Press. October 23 1992. LN. 3. Soldiers release deputies; explosion damages French aid office. The Associated Press. October 23 1992. LN. 4. WORLD IN BRIEF Legislators seized. The Globe and Mail. October 23 1992. LN. 5. Troops win cash battle. The Independent. October 23 1992. LN.","Lome, Togo",,,,,,,,
,Cameroon,9/9/2015,471,2015,9,0,1,1,cmps,1,0,"Hundreds of soldiers in Yaounde mutinied, demanding pay owed from their service on a UN peacekeeping mission in CAR. The soldiers also aired grievances related to the dangerous conditions on the mission. The soldiers occupied the main road connecting the Defense Ministry to the National Assembly where they demanded negotiations over demands.",,1. Cameroon soldiers strike for pay. The Associated Press. September 9 2015. LN.2 Cameroonian soldiers demonstrate over peacekeeping mission pay. Xinhua General News Service. September 9 2015. LN. 3. Cameroonian leader orders minister to engage talks with disgruntled soldiers. BBC Monitoring Africa. September 10 2015. LN. 4. Cameroon to pay soldiers protesting for payment. States News Service. September 10 2015. LN. 5. Salary arrears to former Cameroonian peacekeepers to be solved: official. Xinhua General News Serevice. September 10 2015. LN. 6. Soldiers again threaten Cameroon Gov't over unpaid dues. Cameroon POSTline. October 2 2015. LN.,"Yaounde, Cameroon",,,,,,,,
,Cameroon,6/4/2017,471,2017,6,0,1,1,cmps,1,1,"At least 50 soldiers near Zigue blocked a highway, demanding that their unpaid salaries and promised leave be honored. They were convinced to return to their barracks and 30 were subsequently arrested.",,"1. Cameroon soldiers block route, demand unpaid wages. Iran Daily. June 4 2017. LN. 2. Cameroin soldiers arrested after demanding bonuses. Agence France Presse. June 6 2017. LN. 3. Cameroon arrests soldiers demanding bonuses. Iran Daily. June 6 2017. LN. 4. Cameroon arrests 30 soldiers over bonus protests. Malaysian Government News. June 7 2017. LN. 5. Cameroon tribunal rejects bail for Anglophone strike leaders. Africa Newswire. June 8 2017. LN. 6. Cameroon soldiers block route, demand unpaid wages. Iranian Government News. June 12 2017. LN. 7. Cameroon detains 30 of its soldiers fighting Boko Haram. Africa Newswire. June 19 2017. LN.","Zigue, Cameroon",,,,,,,,
,Nigeria,10/1/1966,475,1966,10,0,1,2,jmp,0,0,A mutiny among soldiers at Kano airport leads to attacks against easterners,,1. West Africa,"Kano, Nigeria",,,,,,,,
,Nigeria,8/10/1967,475,1967,8,0,0,0,jmp,0,1,Igbo soldiers mutiny; I am treating this as desertion as it represents the start of the Biafran war,"verify federal forces, non-defection",MMDD,,,,,,,,,
,Nigeria,5/3/1970,475,1970,5,0,1,1,cmps,1,0,"Solders mutinied, blocking a road in Lagos. The motives for the mutiny are unclear but may have stemmed from anger over fear of demobilization.",,1. Army in Nigeria has little to do. New York Times. May 3 1970.,"Lagos, Nigeria",,,,,,,,
,Nigeria,7/1/2000,475,2000,7,0,1,1,cmps,1,1,"Over 100 soldiers, suffering from various injuries, mutinied at a hospital in Cairo, threatening mass suicide if they did not receive treatment. The soldiers at the ECOMOG Ward of the Nigerian Army Base Hospital, Yaba, threatened to burn down the hospital along with themselves.",,1. Nigeria; Wounded Nigerian soldiers threaten mass suicide. Africa News. July 24 2000. 2. Nigerian peacekeepers appeal against mutiny conviction. Agence France Presse. April 3 2001. LN. 3. West Africa; Travails of the peacekeepers. Africa News. August 6 2000. LN. 4. Nigeria; Army sets up probe panel on ECOMOG soldiers. Africa News. September 14 2000. LN. 5. Nigeria sends wounded ECOMOG soldiers to Egypt for treatment. Xinhua General News Service. August 17 2000. LN.,"Yaba, Nigeria",,,,,,,,
,Nigeria,7/5/2008,475,2008,7,0,1,1,cmps,1,1,"Troops mutinied, blocking the Ondo-Akure road and starting fires, protesting the non-payment of wages from their service on a peacekeeping mission in Liberia. The mutiny was quelled once payment was promised and later at least 27 of the mutineers received life sentences.",,"1. Nigeria; GOC, officials in Akure to pay striking soldiers. Africa News. July 8 2008. LN. 2.Nigeria; Peacekeepers block roads in pay protest. Africa News. July 5 2008. LN. 3. Nigeria; 27 soldiers get life sentence over mutiny charge. Africa News. April 28 2009. LN. 4. Nigeria; GOC, officials in Akure to pay striking soldiers. Africa News. July 8 2008. LN. 5. Nigeria; Akure Rampage - Soldiers' behavior unbecoming - army spokesman. Africa News. July 6 2008. LN. 6. Nigeria; Akure culprits'll be punished - Army spokesman. Africa News. July 19 2008. LN. 7. Nigeria cout gives 27 ex-UN peacekeepers life. Associated Press Online. April 28 2009. LN. 8. Nigerian peacekeepers on rampage over pay: report. Agence France Presse. July 5 2008. LN. 9. Nigeria; 27 soldiers jailed for life over mutiny. Africa News. April 28 2009. LN.","Akure, Nigeria",,,,,,,,
,Nigeria,7/4/2009,475,2009,7,0,1,2,jmp,0,1,28 soldier mutiny over allowances in Ondo State,Confirm not a duplicate of previous case,MMDD,"Akure, Nigeria",,,,,,,,
,Nigeria,5/14/2014,475,2014,5,0,1,1,cmps,1,1,"Soldiers began shooting in their barracks in Maiduguri, protesting the deaths of 12 of their fellow soldiers at the hands of Boko Haram. The mutiny escalated when some shot at the vehicle of General Officer Commanding (GOC) 7 Division of the Nigerian Army. Soldiers were reportedly angry about decisions made by commanding officers that they believe led to the ambush by Boko Haram.",,"1. Nigeria; mutiny in Borno as angry soldiers shoot seventh div goc. Africa News. May 14 2014. LN. 2. Nigeria; Boko Haram - Mutiny as Nigerian soldiers shoot at commanding officer's vehicle. Africa News. May 14 2014. LN. 3. Nigeria; mutiny in Borno as angry soldiers shoot seventh DIV GOC. Africa News. May 14 2014. LN. 4. Mutiny in Borno as angry soldiers shoot seventh DIV GOC. Daily Trust (Abuja). May 14 2014. LN. 5. Nigeria; Mutiny in Maiduguri - GOC shot by angry soldiers, removed. Africa News. May 15 2014. LN. 6. Nigeria; Soldiers mutiny in Maiduguri. Africa News. May 15 2014. LN. 7. Nigeria; Mutiny - Soldiers protest, shoot sporadically in Maiduguri over dead colleagues. Africa News. May 15 2014. LN. 8. Nigeria; mutiny - nigerian military redeploys controversial commanding officer. Africa News. May 15 2014. LN. 9. Nigeria; GOC redeployed after soldiers' mutiny in Borno. Africa News. May 16 2014. LN. 10. Nigeria removes general after soldiers' revolt. Wall Street Journal Abstracts. May 16 2014. LN. 11. Nigeria; Tsav, Soldiers' mutiny ingredient for another Arab Spring. Africa News. May 18 2014. LN. 12. Chaos reigns as Nigerian troops turn on general; Army works to defuse growing mutiny as Boko Haram insurgents ramp up attacks in volatile region. The Toronto Star. May 18 2014. LN. 13.","Maiduguri, Nigeria",,,,,,,,
,Nigeria,12/16/2016,475,2016,12,0,1,2,jmp,0,0,"Soldiers in the 21st armored brigade and 7th army ignore orders, threaten officers, and discharge weapons in act of disobediance",,Ikem et al,,"Bama, Nigeria",,,,,,,
,Nigeria,4/11/2018,475,2018,4,0,1,1,cmps,1,0,Soldiers deserted their post in Kadarko village in Nasarwa state in protest against the non-payment of wages. The soldiers had reportedly not been paid for at least 9 months.,,"1. I deserted because I was oweed nine-month salaary - Nigerian soldier. Ionigeria (Lagos, Nigeria). April 23 2018. LN. 2. Nigeria: Soldiers desert troubled Nasarawa state community over alleged pay. AllAfrica.com. April 11 2018. Google. 3. Suspect: I deserted army for fear of Boko Haram. The Nation (Nigeria). April 10 2018. LN. 4. Soldiers desert troubled village in Lafia over non payment of allowances. Nigerian Tribune. April 11 2018. LN. 5.","Kardoko Town, Nigeria",,,,,,,,
,Nigeria,8/12/2018,475,2018,8,0,1,1,cmps,1,0,"Soldiers took over Maiduguri airport, shooting in the air and protesting against their extended deployment and redeployment to Marte, a locality in Borno state. Calm was restored within a few hours and the government said the soldiers would face court martial.",,"1. Africa Research Bulletin. August 2018. 55(8): 21959-94. 2. Nigeria: Maiduguri airport mutiny - Army captain, 70 others detained for trial. AllAfrica.com. September 3 2018. Google. 3. Nigeria: Army explains shootings by troops at Maiduguri airport. AllAfrica.com. August 14 2018. Google. 4. Nigeria: Maiduguri Airport - army explains rowdy behavior of soldiers. AllAfrica.com. August 13 2018. Google. 5. Nigeria: Calm returns to Maiduguri airport after protest by soldiers. AllAfrica.com. August 13 2018. Google. 6. Nigeria: Protesting soldiers ground Maiduguri airport. AllAfrica.com. August 13 2018. Google. 7. Nigerian soldiers fighting Boko Haram protest, seize airport - army reacts. AllAfrica.com. August 13 2018. Google. 8. Calm returns to Maiduguri airport after protest by soldiers. Nigerian Tribune. August 13 2018. LN. 9. Army set to punish soldiers who blocked Maiduguri airport. PM News. August 25 2018. LN. 10. Army to punish soldiers who locked Maiduguri airport. The Will (Nigeria). August 25 2018. LN. 11. Soldiers in trouble over Maiduguri airport rebellion, to face court martial. The Sun (Nigeria). August 27 2018. LN. 12. Maiduguri airprot mutinous soldiers face court martial. The Sun (Nigeria). August 27 2018. LN. 13. Maiduguiri airport mutiny - Army captain, 70 others detained for trial. Vanguard (Lagos). September 3 2018. LN.","Maiduguri, Nigeria",,,,,,,,
,Nigeria,3/25/2021,475,2021,3,0,1,2,jmp,0,0,"On March 25, 2021, Nigerian soldiers in Borno reportedly protested redeployment, unpaid allowances, and inadequate equipment by surrounding Theatre Command headquarters in Maiduguri and firing into the air",,https://www.channelstv.com/2021/03/26/soldiers-protest-poor-equipment-unpaid-allowances-in-borno/?utm_source=chatgpt.com,"Maiduguri, Nigeria",,,,,,,,
,Central African Republic,9/22/1963,482,1963,9,0,1,2,jmp,0,0,Pay-related mutiny by two companies put down by gendarmerie,,1. CIA Brief 25 September 1963.,"Bangui, Central African Republic",,,,,,,,
,Central African Republic,5/15/1993,482,1993,5,0,1,1,cmps,1,0,"Mutinous troops of the Presidential Guard surrounded the presidential palace and a radio station in Bangui demanding, 8 months of backpay. Troops were given two months of backpay and bonuses and agreed to return to their barracks.",,"1. Troops ring presidential palace to demand back pay. Agence France Presse. May 15 1993. LN. 2. Presidential palace siege ends peacefully, soldiers win back pay. Agence France Presse. May 15 1993. LN. 3. Soldiers seize radio, surround palace demanding pay. The Associated Press. May 15 1993. LN. 4. Presidential guard seize radio, surround palace demanding pay. The Associated Press. May 15 1993. LN. 5. Central African troops seize presidential palace, radio. Xinhua General News Service. May 15 1993. LN.","Bangui, Central African Republic",,,,,,,,
,Central African Republic,5/19/1993,482,1993,5,0,1,1,cmps,1,0,"Soldiers of the operational territorial defense regiment and regular army soldiers mutinied in Bangui, firing shots in the air and demanding payment of overdue wages. The mutineers surrounded the presidential palace. Soldiers returned to their barracks when they were promised a similar payout to the mutiny four days prior.",,"1. Troops mutiny over wage arrears. Agence France Presse. May 19 1993. LN. 2. Soldiers fire shots, surround presidential palace. The Associated Press. May 19 1993. LN. 3. Mutiny troops win two months wage arrears. Agence France Presse. May 20 1993. LN.","Bangui, Central African Republic",,,,,,,,
,Central African Republic,4/18/1996,482,1996,4,0,1,1,cmps,1,1,"Hundreds of soldiers of the mixed special intervention force in Bangui mutinied, surrounding the radio station blocking roads, and demanding more than three months backpay. The mutineers engaged in fighting with troops of the presidential security guard and French army units stationed near the airport. Fighting and looting quickly escalated leaving several killed and more than 50 wounded. The mutiny ended when the government promised amnesty and payment.",,"1. Angry unpaid troops besiege radio. Agence France Presse. April 18 1996. LN. 2. Untitled. Joseph Benamsse. Associated Press International. April 18 1996. LN. 3. Troops mutiny, demand back pay in growing crisis. Associated Press International. April 18 1996. LN. 4. URGENT. Agence France Presse. April 19 1996. LN. 5. Several dead in clashes in Central African Republic. Agence France Presse. April 19 1996. LN. 6. Untitled. Joseph Benamsse. Associated Press International. April 19 1996. LN. 7. Troops mutiny over pay. The Gazette (Montreal, Quebec). April 19 1996. LN. 8. News in brief: troops mutiny. The Guardian (London). April 19 1996. LN. 9. Special troops mutiny in Central African Republic. The Herald (Glasgow). April 19 1996. LN. 10. French join in fighting army mutiny over back pay. Joseph Benamsse. Associated Press Internationa. April 19 1996. LN. 11. Military revolt gains strength in Central African Republic. Joseph Benamsse. Associated Press International. April 19 1996. LN. 12. Africa French Respond to Bangui Mutiny. The Globe and Mail (Canada). April 20 1996. LN. 13. World News Briefs; French Troops support Central African Republic. The New York Times. April 20 1996. LN. 14. Mutineers turn to lootimg as army uprising continues. Joseph Benamsse. Associated Press International. April 20 1996. LN. 15. State Radio back on air, but mutineers remain in streets. Joseph Benamsse. Associated Press International. April 20 1996. LN. 16. Central African soldiers start receiving back pay. Agence France Presse. April 21 1996. LN. 17. World News Briefs; Central African soldiers continue their mutiny. The New York Times. April 21 1996. LN. 18. Renegade soldiers loot Central African capital. Saint Paul Pioneer Press (Minnesota). April 21 1996. LN. 19. Mutineers return to barracks after presidential amnesty. Joseph Benamasse. Associated Press International. April 21 1996. LN. 20. Centrafrican soldiers end mutiny. Agence France Presse. April 22 1996. LN. 21. Troops end mutiny. The Gazette (Montreal, Quebec). April 22 1996. LN.","Bangui, Central African Republic",,,,,,,,
